GEOID,state,delta
18083.0,Indiana,-47.08043310131478
18085.0,Indiana,-54.9245729958858
18087.0,Indiana,-51.69349780472507
18089.0,Indiana,20.53129892398301
18091.0,Indiana,-6.391168727739313
18093.0,Indiana,-51.30012531328321
18095.0,Indiana,-25.563449516778277
18097.0,Indiana,22.777422096629977
18099.0,Indiana,-41.422409025550266
18101.0,Indiana,-58.556872530671654
18103.0,Indiana,-53.47129506008011
18105.0,Indiana,23.307215930475245
18107.0,Indiana,-50.78516759039324
18109.0,Indiana,-56.374680306905375
18111.0,Indiana,-46.12597066436584
18113.0,Indiana,-49.10597986974541
18115.0,Indiana,-49.02430674426567
18117.0,Indiana,-45.83740234375
18119.0,Indiana,-49.164426785088224
18121.0,Indiana,-51.99027651169857
18123.0,Indiana,-18.547486033519547
18125.0,Indiana,-51.88221515810608
18127.0,Indiana,-6.679621712657088
18129.0,Indiana,-39.167401941124574
18131.0,Indiana,-46.2905294009892
18133.0,Indiana,-49.48012232415903
18135.0,Indiana,-48.48919487473704
18137.0,Indiana,-57.259953161592506
18139.0,Indiana,-52.21790962018298
18141.0,Indiana,0.209885516990731
18143.0,Indiana,-37.71014174266564
18145.0,Indiana,-47.076803378904074
18147.0,Indiana,-37.18809499949895
18149.0,Indiana,-42.03338391502275
18151.0,Indiana,-43.86241933269257
18153.0,Indiana,-47.02652178992873
18155.0,Indiana,-44.01189510678562
18157.0,Indiana,-5.5762616971926775
18159.0,Indiana,-53.288948069241
18161.0,Indiana,-52.56760862959585
18163.0,Indiana,-16.503234170493876
18165.0,Indiana,-35.048277849834264
18167.0,Indiana,-15.083630518860822
18169.0,Indiana,-50.51232551232551
18171.0,Indiana,-52.39185750636133
18173.0,Indiana,-33.88759336239819
18175.0,Indiana,-48.963275347039186
18177.0,Indiana,-30.126275460338555
18179.0,Indiana,-56.268486916951076
18181.0,Indiana,-42.80314334029642
18183.0,Indiana,-51.0721372335659
19001.0,Iowa,-34.84649698241931
19003.0,Iowa,-39.41120607787274
19005.0,Iowa,-24.151379459771775
19007.0,Iowa,-36.16362451108213
19009.0,Iowa,-30.949589683470105
19011.0,Iowa,-25.671771164403346
19013.0,Iowa,7.386072509898305
19015.0,Iowa,-13.686954071569453
19017.0,Iowa,-13.680011818584717
19019.0,Iowa,-15.021459227467808
19021.0,Iowa,-24.72819521623581
19023.0,Iowa,-36.78956475442567
19025.0,Iowa,-40.12405504942818
19027.0,Iowa,-31.572458270106218
19029.0,Iowa,-39.438596491228076
19031.0,Iowa,-17.775914474373756
19033.0,Iowa,-7.659481820161119
19035.0,Iowa,-40.156599552572715
19037.0,Iowa,-22.937062937062933
19039.0,Iowa,-28.019757521329147
19041.0,Iowa,-42.102820006962986
19043.0,Iowa,-22.78453280753643
19045.0,Iowa,-5.119868209996966
19047.0,Iowa,-37.86589762076424
19049.0,Iowa,-9.510613824113776
19051.0,Iowa,-44.976816074188555
19053.0,Iowa,-29.325120514193898
19055.0,Iowa,-29.618006709230606
19057.0,Iowa,-6.894205098675599
19059.0,Iowa,-35.70600734015839
19061.0,Iowa,-1.226845799561552
19063.0,Iowa,-37.17652009257311
19065.0,Iowa,-19.358395989974937
19067.0,Iowa,-14.83870967741936
19069.0,Iowa,-33.615136876006446
19071.0,Iowa,-40.166898470097365
19073.0,Iowa,-23.418377929890063
19075.0,Iowa,-38.86786961583236
19077.0,Iowa,-32.973913043478255
19079.0,Iowa,-22.576033272680014
19081.0,Iowa,-40.708567535343214
19083.0,Iowa,-28.911285597093638
19085.0,Iowa,-37.119892833221705
19087.0,Iowa,-30.572096980008503
19089.0,Iowa,-20.486948892300944
19091.0,Iowa,-45.52781600157263
19093.0,Iowa,-51.57807308970099
19095.0,Iowa,-23.820754716981128
19097.0,Iowa,-19.27255092143551
19099.0,Iowa,-18.130713460123978
19101.0,Iowa,-0.4659146640510059
19103.0,Iowa,37.894463218092014
19105.0,Iowa,-19.076285404125144
19107.0,Iowa,-41.083249749247756
19109.0,Iowa,-36.13337980713373
19111.0,Iowa,-16.023775617608813
19113.0,Iowa,9.005277630702487
19115.0,Iowa,-28.37460063897764
19117.0,Iowa,-37.620578778135055
19119.0,Iowa,-66.99074800062726
19121.0,Iowa,-31.056044465030112
19123.0,Iowa,-45.26899924755456
19125.0,Iowa,-30.758868432869328
19127.0,Iowa,-8.309232480533929
19129.0,Iowa,-38.672382436996614
19131.0,Iowa,-24.035443972678607
19133.0,Iowa,-40.96675415573054
19135.0,Iowa,-40.93143596377748
19137.0,Iowa,-42.069785884218874
19139.0,Iowa,-6.257075228980142
19141.0,Iowa,-59.91088306778287
19143.0,Iowa,-61.593526299408666
19145.0,Iowa,-43.81033503691085
19147.0,Iowa,-35.78566872209228
19149.0,Iowa,-51.516300227445036
19151.0,Iowa,-44.99353169469599
19153.0,Iowa,11.36317505560234
19155.0,Iowa,-21.30271790065605
19157.0,Iowa,-6.52903488253839
19159.0,Iowa,-39.56409309198375
19161.0,Iowa,-46.680736761320034
19163.0,Iowa,1.497332405474367
19165.0,Iowa,-42.3861852433281
19167.0,Iowa,-68.62152357920192
19169.0,Iowa,12.337418832770844
19171.0,Iowa,-20.281078610603288
19173.0,Iowa,-44.66820732915154
19175.0,Iowa,-27.48628257887517
19177.0,Iowa,-47.23392305532153
19179.0,Iowa,-20.602019935309265
19181.0,Iowa,-16.128205128205124
19183.0,Iowa,-20.404428584499954
19185.0,Iowa,-45.91836734693878
19187.0,Iowa,-21.52036718301779
19189.0,Iowa,-26.19664765854501
19191.0,Iowa,-0.7921140644252702
19193.0,Iowa,-19.481678027357148
19195.0,Iowa,-21.681935635424004
19197.0,Iowa,-31.596415532691672
20001.0,Kansas,-40.66740007334067
20003.0,Kansas,-52.626865671641795
20005.0,Kansas,-31.330798479087456
20007.0,Kansas,-69.44937833037301
20009.0,Kansas,-58.90544356802025
20011.0,Kansas,-50.68110946988347
20013.0,Kansas,-50.61942517343905
20015.0,Kansas,-45.19651444480601
20017.0,Kansas,-47.6990504017531
20019.0,Kansas,-70.15530047265362
20021.0,Kansas,-48.457076566125295
20023.0,Kansas,-70.5046197583511
20025.0,Kansas,-70.1492537313433
20027.0,Kansas,-57.95811518324608
20029.0,Kansas,-54.91094147582697
20031.0,Kansas,-57.10422812192724
20033.0,Kansas,-70.70357554786621
20035.0,Kansas,-37.3900641787497
20037.0,Kansas,-23.00047008260023
20039.0,Kansas,-71.07438016528927
20041.0,Kansas,-53.83678440925701
20043.0,Kansas,-59.76909413854352
20045.0,Kansas,32.956655419569955
20047.0,Kansas,-62.547384382107666
20049.0,Kansas,-70.5321683876092
20051.0,Kansas,-47.9116096091069
20053.0,Kansas,-54.050018663680476
20055.0,Kansas,-31.05620631951963
20057.0,Kansas,-38.41668826120757
20059.0,Kansas,-39.151846785225715
20061.0,Kansas,-20.682302771855014
20063.0,Kansas,-73.79002233804914
20065.0,Kansas,-65.18691588785046
20067.0,Kansas,-57.053160318124746
20069.0,Kansas,-69.45788964181995
20071.0,Kansas,-69.38461538461539
20073.0,Kansas,-58.978873239436616
20075.0,Kansas,-66.66666666666667
20077.0,Kansas,-62.179984484096195
20079.0,Kansas,-24.13515687851971
20081.0,Kansas,-58.7149187592319
20083.0,Kansas,-71.87807276302851
20085.0,Kansas,-41.71536610519078
20087.0,Kansas,-32.32577665827036
20089.0,Kansas,-69.81258366800535
20091.0,Kansas,-2.6329759729739095
20093.0,Kansas,-68.46504559270517
20095.0,Kansas,-57.91841631673665
20097.0,Kansas,-72.84522706209452
20099.0,Kansas,-37.54779819908721
20101.0,Kansas,-70.26406429391504
20103.0,Kansas,-24.517342661958352
20105.0,Kansas,-65.84699453551912
20107.0,Kansas,-62.07363903320533
20109.0,Kansas,-72.43920412675017
20111.0,Kansas,-15.486653645833329
20113.0,Kansas,-41.7752315178151
20115.0,Kansas,-49.76884779516358
20117.0,Kansas,-47.82794778514872
20119.0,Kansas,-70.05813953488372
20121.0,Kansas,-40.02130209026761
20123.0,Kansas,-62.23657375934738
20125.0,Kansas,-50.33322225924691
20127.0,Kansas,-46.45579268292683
20129.0,Kansas,-71.14093959731542
20131.0,Kansas,-66.36079656384224
20133.0,Kansas,-46.40481469749762
20135.0,Kansas,-73.31499312242092
20137.0,Kansas,-69.7851387645479
20139.0,Kansas,-43.61339767243826
20141.0,Kansas,-68.6241610738255
20143.0,Kansas,-64.03720289355839
20145.0,Kansas,-49.79331078541902
20147.0,Kansas,-72.56006006006007
20149.0,Kansas,-50.378752454877024
20151.0,Kansas,-53.80010411244144
20153.0,Kansas,-71.8070652173913
20155.0,Kansas,-35.8364312267658
20157.0,Kansas,-65.20363780150258
20159.0,Kansas,-56.30914826498423
20161.0,Kansas,-3.5574958201746227
20163.0,Kansas,-72.5919801570897
20165.0,Kansas,-64.13838988689287
20167.0,Kansas,-66.17601002192295
20169.0,Kansas,-34.041878172588824
20171.0,Kansas,-73.9782016348774
20173.0,Kansas,-18.394664773840866
20175.0,Kansas,-30.38904327113935
20177.0,Kansas,-2.6629180701800976
20179.0,Kansas,-77.87481804949054
20181.0,Kansas,-66.69218989280245
20183.0,Kansas,-66.79725759059745
20185.0,Kansas,-62.552742616033754
20187.0,Kansas,-59.183673469387756
20189.0,Kansas,-72.92437863564251
20191.0,Kansas,-50.48343962147706
20193.0,Kansas,-68.09284116331095
20195.0,Kansas,-69.4331983805668
20197.0,Kansas,-47.21893491124261
20199.0,Kansas,-84.58646616541354
20201.0,Kansas,-65.3526220614828
20203.0,Kansas,-65.7949790794979
20205.0,Kansas,-61.09718741297689
20207.0,Kansas,-56.06375606375606
20209.0,Kansas,29.396691334740986
21001.0,Kentucky,-64.5451232843435
21003.0,Kentucky,-63.204051383399204
21005.0,Kentucky,-49.098231483102786
21007.0,Kentucky,-57.181175323091935
21009.0,Kentucky,-49.805279099956735
21011.0,Kentucky,-37.51907564857204
21013.0,Kentucky,-62.193867050833504
21015.0,Kentucky,-41.750841750841744
21017.0,Kentucky,-31.55742360558901
21019.0,Kentucky,-37.009875818910714
21021.0,Kentucky,-29.03599567433956
21023.0,Kentucky,-56.87553161326906
21025.0,Kentucky,-42.76751481352388
21027.0,Kentucky,-51.561431502165476
21029.0,Kentucky,-49.779589120851696
21031.0,Kentucky,-62.42826398852223
21033.0,Kentucky,-54.34309623430961
21035.0,Kentucky,-35.005296280142076
21037.0,Kentucky,-24.446012702893434
21039.0,Kentucky,-63.89850057670127
21041.0,Kentucky,-38.443579766536956
21043.0,Kentucky,-51.67347733021988
21045.0,Kentucky,-73.22565615778848
21047.0,Kentucky,-31.336322057691433
21049.0,Kentucky,-37.050293119407584
21051.0,Kentucky,-75.49874390424117
21053.0,Kentucky,-73.10623038995966
21055.0,Kentucky,-66.2125340599455
21057.0,Kentucky,-66.63405088062622
21059.0,Kentucky,-32.18722029384155
21061.0,Kentucky,-60.18306636155607
21063.0,Kentucky,-44.13309982486865
21065.0,Kentucky,-56.411181244364286
21067.0,Kentucky,9.45163775079778
21069.0,Kentucky,-53.89776357827476
21071.0,Kentucky,-48.23458282950424
21073.0,Kentucky,-4.617640896710668
21075.0,Kentucky,-32.53568429890848
21077.0,Kentucky,-50.74895146794487
21079.0,Kentucky,-58.389085661812935
21081.0,Kentucky,-56.05188827283189
21083.0,Kentucky,-56.38323497531013
21085.0,Kentucky,-59.19062027231467
21087.0,Kentucky,-66.37914869679355
21089.0,Kentucky,-45.46292314308534
21091.0,Kentucky,-35.948777648428404
21093.0,Kentucky,-30.18583742700899
21095.0,Kentucky,-72.1111834154504
21097.0,Kentucky,-43.74759028402519
21099.0,Kentucky,-49.42180616740089
21101.0,Kentucky,-27.661085743277532
21103.0,Kentucky,-43.586515596586935
21105.0,Kentucky,-56.00370885489105
21107.0,Kentucky,-53.90513639714918
21109.0,Kentucky,-80.11270678058534
21111.0,Kentucky,13.329972613912815
21113.0,Kentucky,-39.998285175340826
21115.0,Kentucky,-70.9674049310489
21117.0,Kentucky,-26.034056501569488
21119.0,Kentucky,-53.99965295852854
21121.0,Kentucky,-67.63236763236763
21123.0,Kentucky,-55.30076959321501
21125.0,Kentucky,-69.06938348165747
21127.0,Kentucky,-62.41310824230388
21129.0,Kentucky,-64.0044994375703
21131.0,Kentucky,-80.47640249332146
21133.0,Kentucky,-62.96255747755639
21135.0,Kentucky,-67.5349188372971
21137.0,Kentucky,-57.242966216922916
21139.0,Kentucky,-57.76103336921422
21141.0,Kentucky,-46.08679695384898
21143.0,Kentucky,-44.01817264008078
21145.0,Kentucky,-37.18018334557767
21147.0,Kentucky,-75.2770083102493
21149.0,Kentucky,-52.409110819097684
21151.0,Kentucky,-31.141794439538675
21153.0,Kentucky,-51.83737294761532
21155.0,Kentucky,-30.119590679324375
21157.0,Kentucky,-51.80261109114865
21159.0,Kentucky,-79.43334176574753
21161.0,Kentucky,-41.19684166782102
21163.0,Kentucky,-46.06328182487123
21165.0,Kentucky,-47.13925872616049
21167.0,Kentucky,-50.495984884270186
21169.0,Kentucky,-54.43722943722944
21171.0,Kentucky,-73.67261069925866
21173.0,Kentucky,-41.02340202584702
21175.0,Kentucky,-54.9109947643979
21177.0,Kentucky,-46.868300153139344
21179.0,Kentucky,-33.636188827997316
21181.0,Kentucky,-41.18268215417106
21183.0,Kentucky,-56.376226197345645
21185.0,Kentucky,-31.050436794204483
21187.0,Kentucky,-53.6492701459708
21189.0,Kentucky,-69.24388857305287
21191.0,Kentucky,-57.26652239054437
21193.0,Kentucky,-56.961785849413545
21195.0,Kentucky,-62.70829110075006
21197.0,Kentucky,-45.20879564252573
21199.0,Kentucky,-66.66666666666666
21201.0,Kentucky,-53.01085883514314
21203.0,Kentucky,-70.15393812584068
21205.0,Kentucky,-21.236437613019888
21207.0,Kentucky,-70.58967457793003
21209.0,Kentucky,-30.318181818181813
21211.0,Kentucky,-33.624878522837705
21213.0,Kentucky,-38.94569114327446
21215.0,Kentucky,-55.43878087230688
21217.0,Kentucky,-51.00831416946754
21219.0,Kentucky,-53.7769407825905
21221.0,Kentucky,-49.53340245889498
21223.0,Kentucky,-49.8156924697209
21225.0,Kentucky,-54.25857349863146
21227.0,Kentucky,-24.161059974408715
21229.0,Kentucky,-46.00780695528745
21231.0,Kentucky,-61.81181181181181
21233.0,Kentucky,-54.38415159345393
21235.0,Kentucky,-67.1192101059968
21237.0,Kentucky,-39.88614800759012
21239.0,Kentucky,-20.194647201946474
22001.0,Louisiana,-56.679688926211256
22003.0,Louisiana,-51.49810708491077
22005.0,Louisiana,-35.96876257361279
22007.0,Louisiana,-25.522743947175343
22009.0,Louisiana,-36.95888098396237
22011.0,Louisiana,-65.29380554450194
22013.0,Louisiana,-8.9507494646681
22015.0,Louisiana,-45.805247953779485
22017.0,Louisiana,4.231409020452908
22019.0,Louisiana,-33.2935489646118
22021.0,Louisiana,-64.66325660699061
22023.0,Louisiana,-79.44203683640303
22025.0,Louisiana,-44.41927512355848
22027.0,Louisiana,-13.518143591340909
22029.0,Louisiana,-24.853471596032463
22031.0,Louisiana,-21.5037037037037
22033.0,Louisiana,9.246225017939743
22035.0,Louisiana,26.505614154474316
22037.0,Louisiana,-13.284206333399723
22039.0,Louisiana,-41.33852976750438
22041.0,Louisiana,-43.74590700720367
22043.0,Louisiana,-70.5929032989457
22045.0,Louisiana,-31.444506070130018
22047.0,Louisiana,6.258181138191105
22049.0,Louisiana,-40.59485530546624
22051.0,Louisiana,-14.714901535463191
22053.0,Louisiana,-53.89787770540029
22055.0,Louisiana,-33.587114002443116
22057.0,Louisiana,-56.51578820986914
22059.0,Louisiana,-79.63160298371137
22061.0,Louisiana,-19.572553430821145
22063.0,Louisiana,-72.53421098215831
22065.0,Louisiana,17.265426880811496
22067.0,Louisiana,-11.365170435369564
22069.0,Louisiana,-10.974068948920035
22071.0,Louisiana,66.1616770800666
22073.0,Louisiana,-25.443639090227443
22075.0,Louisiana,-33.60446420126738
22077.0,Louisiana,-17.21792364594848
22079.0,Louisiana,-32.534656252199
22081.0,Louisiana,-10.244233378561738
22083.0,Louisiana,-32.61435865374596
22085.0,Louisiana,-63.10411770716256
22087.0,Louisiana,-33.36705659184319
22089.0,Louisiana,-30.780390959071468
22091.0,Louisiana,14.352783366867868
22093.0,Louisiana,7.960281340504757
22095.0,Louisiana,24.54804030275274
22097.0,Louisiana,-11.911849313355177
22099.0,Louisiana,-33.4252427184466
22101.0,Louisiana,-27.57791668488001
22103.0,Louisiana,-50.80551803974532
22105.0,Louisiana,-32.58737789987789
22107.0,Louisiana,5.886970172684457
22109.0,Louisiana,-48.38026243849098
22111.0,Louisiana,-48.4762254451992
22113.0,Louisiana,-59.324282147315856
22115.0,Louisiana,-64.96723381230085
22117.0,Louisiana,-36.847756066136995
22119.0,Louisiana,-29.109947643979055
22121.0,Louisiana,-12.146003775959727
22123.0,Louisiana,-68.39672200042025
22125.0,Louisiana,-19.69305052595275
22127.0,Louisiana,-46.51600753295669
23001.0,Maine,-9.384723296343594
23003.0,Maine,-17.189503376356953
23005.0,Maine,26.348810951122708
23007.0,Maine,-5.470645317806884
23009.0,Maine,7.50700280112045
23011.0,Maine,-3.5841590140164357
23013.0,Maine,14.235106061260637
23015.0,Maine,2.3903641352369434
23017.0,Maine,-12.941892888048464
23019.0,Maine,-10.906381922026327
23021.0,Maine,-25.136135918100628
23023.0,Maine,6.291635825314579
23025.0,Maine,-22.67111724984654
23027.0,Maine,0.273043554850922
23029.0,Maine,-18.44179651695692
23031.0,Maine,4.7613630397115685
24001.0,Maryland,-43.697396750831864
24003.0,Maryland,2.227479904176896
24005.0,Maryland,17.64478527293297
24009.0,Maryland,-16.771430982112726
24011.0,Maryland,-37.97208247714873
24013.0,Maryland,-34.4569288389513
24015.0,Maryland,-33.61682387505799
24017.0,Maryland,30.30152101452051
24019.0,Maryland,-14.23973727422004
24021.0,Maryland,-2.387071620105509
24023.0,Maryland,-58.58967953750624
24025.0,Maryland,-23.02875695732839
24027.0,Maryland,33.97988815793529
24029.0,Maryland,-3.003692246282803
24031.0,Maryland,55.36603650654766
24033.0,Maryland,79.7259116000871
24035.0,Maryland,-34.00821928137842
24037.0,Maryland,-22.328558244051194
24039.0,Maryland,-11.56565656565656
24041.0,Maryland,-10.07638787524936
24043.0,Maryland,-30.108651179706328
24045.0,Maryland,-9.7492185112934
24047.0,Maryland,-26.374986736462347
24510.0,Maryland,74.12970651874254
25001.0,Massachusetts,13.693953474473702
25003.0,Massachusetts,41.47184543925436
25005.0,Massachusetts,9.679103788173954
25007.0,Massachusetts,51.49539210572074
25009.0,Massachusetts,22.63786367896217
25011.0,Massachusetts,36.96990334494592
25013.0,Massachusetts,16.692349729466272
25015.0,Massachusetts,40.47567385119822
25017.0,Massachusetts,38.33596502192506
25019.0,Massachusetts,35.185763346862316
25021.0,Massachusetts,28.237480708702797
25023.0,Massachusetts,7.548442459239382
25025.0,Massachusetts,63.26662153714602
25027.0,Massachusetts,10.710311306863346
26001.0,Michigan,-39.83543078412391
26003.0,Michigan,-20.407259849490927
26005.0,Michigan,-28.919442153945432
26007.0,Michigan,-28.66376377738468
26009.0,Michigan,-29.605360035340894
26011.0,Michigan,-33.341995841995825
26013.0,Michigan,-28.71060171919771
26015.0,Michigan,-33.2618945563652
26017.0,Michigan,-12.620571191271686
26019.0,Michigan,-13.991005084082907
26021.0,Michigan,-12.705640626952281
26023.0,Michigan,-38.07393987431353
26025.0,Michigan,-12.456283318053707
26027.0,Michigan,-30.860809913697715
26029.0,Michigan,-24.2442936458976
26031.0,Michigan,-32.043592744294905
26033.0,Michigan,-24.217132505175982
26035.0,Michigan,-31.787288072298157
26037.0,Michigan,-12.652810232443734
26039.0,Michigan,-32.78784336645237
26041.0,Michigan,-25.335280121133465
26043.0,Michigan,-35.37409798708697
26045.0,Michigan,-4.750893794133866
26047.0,Michigan,-19.38091692373152
26049.0,Michigan,9.46325956718426
26051.0,Michigan,-34.717767799871716
26053.0,Michigan,-14.9133578933006
26055.0,Michigan,-12.498788501424734
26057.0,Michigan,-25.593683571211663
26059.0,Michigan,-46.61985957873621
26061.0,Michigan,-15.725806451612897
26063.0,Michigan,-38.405478419300124
26065.0,Michigan,26.873980082050963
26067.0,Michigan,-30.84456691740523
26069.0,Michigan,-29.937878901279845
26071.0,Michigan,-28.27411167512691
26073.0,Michigan,-3.6783238815374943
26075.0,Michigan,-20.089843133315156
26077.0,Michigan,12.758612498911319
26079.0,Michigan,-43.42805388882599
26081.0,Michigan,-3.0816006022376214
26083.0,Michigan,-20.013947001394705
26085.0,Michigan,-22.8978978978979
26087.0,Michigan,-38.295376579687044
26089.0,Michigan,-3.1510469607643827
26091.0,Michigan,-21.071420797144043
26093.0,Michigan,-29.561899004401788
26095.0,Michigan,-41.68282279953472
26097.0,Michigan,-27.210103329506317
26099.0,Michigan,-11.530316327698714
26101.0,Michigan,-15.366298912612109
26103.0,Michigan,4.23338185346919
26105.0,Michigan,-21.954375212802184
26107.0,Michigan,-26.083410997204105
26109.0,Michigan,-29.374071322436855
26111.0,Michigan,-19.317272855596855
26113.0,Michigan,-52.22085554188876
26115.0,Michigan,-22.09437063785066
26117.0,Michigan,-33.947160735089625
26119.0,Michigan,-44.14054701537233
26121.0,Michigan,1.5072738448929428
26123.0,Michigan,-39.58038869257951
26125.0,Michigan,8.105005311353665
26127.0,Michigan,-27.284157585917853
26129.0,Michigan,-36.55530952151729
26131.0,Michigan,-25.977816695855232
26133.0,Michigan,-43.651616551984155
26135.0,Michigan,-44.16891726000492
26137.0,Michigan,-37.56579996809698
26139.0,Michigan,-30.47206692168649
26141.0,Michigan,-28.927680798004985
26143.0,Michigan,-29.552948393528105
26145.0,Michigan,-1.137616624257852
26147.0,Michigan,-31.406484365985925
26149.0,Michigan,-30.97192406448626
26151.0,Michigan,-44.53737856512026
26153.0,Michigan,-28.574867597496393
26155.0,Michigan,-19.594852100495444
26157.0,Michigan,-37.49806171499458
26159.0,Michigan,-13.920778986596147
26161.0,Michigan,41.2837128403101
26163.0,Michigan,37.34080875452214
26165.0,Michigan,-36.37076742057785
27001.0,Minnesota,-25.804354891127723
27003.0,Minnesota,-9.603354902615223
27005.0,Minnesota,-32.9346185112066
27007.0,Minnesota,-9.715266184381377
27009.0,Minnesota,-36.05543922624389
27011.0,Minnesota,-24.936479128856625
27013.0,Minnesota,-3.68826838924776
27015.0,Minnesota,-35.887945424196246
27017.0,Minnesota,1.647355993630221
27019.0,Minnesota,-13.552140189600692
27021.0,Minnesota,-31.458216138508657
27023.0,Minnesota,-28.704596592735456
27025.0,Minnesota,-30.312954876273654
27027.0,Minnesota,-1.9457105925573117
27029.0,Minnesota,-42.99175500588929
27031.0,Minnesota,22.2680412371134
27033.0,Minnesota,-34.97640272679602
27035.0,Minnesota,-31.54120863791083
27037.0,Minnesota,4.709643968199103
27039.0,Minnesota,-32.14755021588135
27041.0,Minnesota,-35.52444342437457
27043.0,Minnesota,-33.81003777657851
27045.0,Minnesota,-21.70058796924468
27047.0,Minnesota,-17.238801320789975
27049.0,Minnesota,-17.86755842438854
27051.0,Minnesota,-27.584221134465874
27053.0,Minnesota,34.93029911305824
27055.0,Minnesota,-13.872123726895502
27057.0,Minnesota,-33.359408952629295
27059.0,Minnesota,-37.96155310239817
27061.0,Minnesota,-16.35259631490787
27063.0,Minnesota,-38.60320933625091
27065.0,Minnesota,-35.50201785495903
27067.0,Minnesota,-25.34907220282932
27069.0,Minnesota,-22.05450733752621
27071.0,Minnesota,-19.849127769919853
27073.0,Minnesota,-25.59585492227979
27075.0,Minnesota,2.2235853396718284
27077.0,Minnesota,-44.02319357716325
27079.0,Minnesota,-30.452207601362634
27081.0,Minnesota,-35.47532295462074
27083.0,Minnesota,-28.088415882112155
27085.0,Minnesota,-38.16132291168182
27087.0,Minnesota,-2.9214559386973207
27089.0,Minnesota,-41.16670126634834
27091.0,Minnesota,-41.107207292754715
27093.0,Minnesota,-40.001628399283504
27095.0,Minnesota,-35.56887147576246
27097.0,Minnesota,-52.73078233223572
27099.0,Minnesota,-7.823878069432681
27101.0,Minnesota,-35.96829477292202
27103.0,Minnesota,-3.044703542023541
27105.0,Minnesota,-29.72659870250232
27107.0,Minnesota,-13.339466421343147
27109.0,Minnesota,0.7487925719776882
27111.0,Minnesota,-35.689230769230775
27113.0,Minnesota,-27.594936708860757
27115.0,Minnesota,-26.14582579103613
27117.0,Minnesota,-45.98585690515807
27119.0,Minnesota,-28.838875371722086
27121.0,Minnesota,-26.6972622250356
27123.0,Minnesota,39.116506738228686
27125.0,Minnesota,-31.951089845826694
27127.0,Minnesota,-42.7013533044278
27129.0,Minnesota,-36.458059426768344
27131.0,Minnesota,-3.05767037573591
27133.0,Minnesota,-35.503203141144866
27135.0,Minnesota,-46.066119938493074
27137.0,Minnesota,11.688993257547459
27139.0,Minnesota,-15.255434565301414
27141.0,Minnesota,-36.78313277965331
27143.0,Minnesota,-41.66452276820169
27145.0,Minnesota,-27.69248165644788
27147.0,Minnesota,-25.845977371082952
27149.0,Minnesota,-12.65283438310486
27151.0,Minnesota,-25.570684821786145
27153.0,Minnesota,-47.544400900525304
27155.0,Minnesota,-23.303670745272527
27157.0,Minnesota,-26.394523326572013
27159.0,Minnesota,-45.471589270262484
27161.0,Minnesota,-32.41479332849891
27163.0,Minnesota,1.8428259437723185
27165.0,Minnesota,-19.08763505402161
27167.0,Minnesota,-37.43185947910358
27169.0,Minnesota,-2.89944005522743
27171.0,Minnesota,-32.951248240397604
27173.0,Minnesota,-35.21607278241091
28001.0,Mississippi,13.609424689216539
28003.0,Mississippi,-61.79395251302171
28005.0,Mississippi,-22.58156028368795
28007.0,Mississippi,-20.04602713178295
28009.0,Mississippi,-13.256915026164968
28011.0,Mississippi,32.23379629629629
28013.0,Mississippi,-38.774233896185116
28015.0,Mississippi,-38.332127351664255
28017.0,Mississippi,-6.058301647655263
28019.0,Mississippi,-38.622386223862236
28021.0,Mississippi,74.15730337078651
28023.0,Mississippi,-32.75574380695674
28025.0,Mississippi,15.715285414375685
28027.0,Mississippi,44.34470377019749
28029.0,Mississippi,4.914496995840395
28031.0,Mississippi,-24.503461582113268
28033.0,Mississippi,-34.246137453383064
28035.0,Mississippi,-13.344498289623715
28037.0,Mississippi,-28.41491841491841
28039.0,Mississippi,-77.53513294914569
28041.0,Mississippi,-62.60011175265413
28043.0,Mississippi,-14.705602587272907
28045.0,Mississippi,-59.34682769178431
28047.0,Mississippi,-30.301833746623913
28049.0,Mississippi,44.696401601166016
28051.0,Mississippi,66.617137196632
28053.0,Mississippi,45.144603809075946
28055.0,Mississippi,13.876967095851207
28057.0,Mississippi,-75.51607271233439
28059.0,Mississippi,-38.2754655315028
28061.0,Mississippi,3.8938053097345176
28063.0,Mississippi,73.75647668393783
28065.0,Mississippi,20.105820105820108
28067.0,Mississippi,-43.53132054176072
28069.0,Mississippi,22.61263203276568
28071.0,Mississippi,-14.778801608715575
28073.0,Mississippi,-55.14394925178921
28075.0,Mississippi,-21.93452179217786
28077.0,Mississippi,-29.79258328095537
28079.0,Mississippi,-14.179192803882124
28081.0,Mississippi,-37.04007535016559
28083.0,Mississippi,41.06822262118492
28085.0,Mississippi,-40.09741328243271
28087.0,Mississippi,-5.677419354838705
28089.0,Mississippi,-15.906991687080833
28091.0,Mississippi,-35.56828871974686
28093.0,Mississippi,9.677201967787589
28095.0,Mississippi,-29.23067237471669
28097.0,Mississippi,-14.071257005604487
28099.0,Mississippi,-47.03875675163461
28101.0,Mississippi,-40.17800381436746
28103.0,Mississippi,56.458557588805164
28105.0,Mississippi,1.561465460163319
28107.0,Mississippi,-0.11949017525225258
28109.0,Mississippi,-64.79001964995659
28111.0,Mississippi,-53.66347569955818
28113.0,Mississippi,0.20846106683016785
28115.0,Mississippi,-61.22920517560074
28117.0,Mississippi,-56.533630470016206
